"LR No.","Master waybill","Warehouse Name","Description ","Order Id","Service Code","Vendor Code","Total Weight (in KG)","Actual Weight","Box Count ",Length,Breadth,Height,"Payment Mode","COD AMOUNT",Insurance,"e-Way bill","Invoice Amount","Invoice No","Shipper GSTIN","Consignee GSTIN",Company,"Consignee Name",Contact,Address,"Destination Pincode","Destination City","Destination State","Origin Pincode",Date,"Customer Code","Import Status","Error Message"
51945243361,51945243361,32987434,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"YCH Logistics (India) Pvt. Ltd (BHUBNESHWAR)","LENOVO INDIA P LTD",,,600124,CHENNAI,"Tamil Nadu",751001,8/5/2026,32987434,Failed,"Order ID can not be blank"
58888363380,58888363380,32987434,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,10,5,1,10,10,10,PREPAID,,,,0,,,,"YCH Logistics (India) Pvt. Ltd (BHUBNESHWAR)","LENOVO INDIA P LTD",,,110030,DELHI,Delhi,751001,8/5/2026,32987434,Failed,"Order ID can not be blank"
58908840745,58908840745,32987434,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,10,9,1,10,10,10,PREPAID,,,,0,,,,"YCH Logistics (India) Pvt. Ltd (BHUBNESHWAR)","LENOVO INDIA P LTD",,,560001,BANGALORE,Karnataka,751001,7/5/2026,32987434,Failed,"Order ID can not be blank"
58908840712,58908840712,32987434,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,27,27,1,10,10,10,PREPAID,,,,0,,,,"YCH Logistics (India) Pvt. Ltd (BHUBNESHWAR)","LENOVO INDIA P LTD",,,600124,CHENNAI,"Tamil Nadu",751001,7/5/2026,32987434,Failed,"Order ID can not be blank"
51945243335,51945243335,32987434,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"YCH Logistics (India) Pvt. Ltd (BHUBNESHWAR)","LENOVO INDIA P LTD",,,600124,CHENNAI,"Tamil Nadu",751001,7/5/2026,32987434,Failed,"Order ID can not be blank"
58908840701,58908840701,32987434,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,11,7,1,10,10,10,PREPAID,,,,0,,,,"YCH Logistics (India) Pvt. Ltd (BHUBNESHWAR)","LENOVO IND PVT LTD",,,600124,CHENNAI,"Tamil Nadu",751001,6/5/2026,32987434,Failed,"Order ID can not be blank"
58908840690,58908840690,32987434,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,10,5,1,10,10,10,PREPAID,,,,0,,,,"YCH Logistics (India) Pvt. Ltd (BHUBNESHWAR)","LENOVO IND PVT LTD",,,201301,NOIDA,Haryana,751001,6/5/2026,32987434,Failed,"Order ID can not be blank"
990048576,58165931902,DELHI,BOX,DC16991,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,10,5,1,10,10,10,PREPAID,,,,16908,,,,"SUPERFAST WORLDWIDE EXPRESS LLP","Guddu kr Singh",,,786125,TINSUKIA,,122002,23/5/2026,32987022,Success,"Inserted Successfully"
990048574,58165931821,DELHI,BOX,DC16990,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,10,5,1,10,10,10,PREPAID,,,,16908,,,,"SUPERFAST WORLDWIDE EXPRESS LLP",KANNANE,,,605004,PONDICHERRY,,122002,23/5/2026,32987022,Success,"Inserted Successfully"
990048573,58165931736,DELHI,BOX,DC16989,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,10,9,1,10,10,10,PREPAID,,,,39280,,,,"SUPERFAST WORLDWIDE EXPRESS LLP","Vijaykumar. S",,,560091,BANGALORE,Karnataka,122002,23/5/2026,32987022,Success,"Inserted Successfully"
990048572,58165931596,DELHI,BOX,DC16988,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,10,9,1,10,10,10,PREPAID,,,,28650,,,,"SUPERFAST WORLDWIDE EXPRESS LLP","Avula Mahesh",,,505001,"KARIM NAGAR",,122002,23/5/2026,32987022,Success,"Inserted Successfully"
990048571,21039344631,32987494,BOX,1,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,0.5,0.5,1,10,10,10,PREPAID,,,,1000,,,,"MR CARGO SERVICES","SUNIL KUMAR",,,843334,SHEOHAR,,110020,23/5/2026,32987494,Success,"Inserted Successfully"
942691621,942691621,"mumbai test",BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Critical_Log,24,6,2,10,10,10,PREPAID,,,,177951,,,,"KARL STORZ ENDOSCOPY INDIA PVT LTD","VIKAS MEDICAL DEVICES",,,711302,HOWRAH,"West Bengal",110028,23/5/2026,32987469,Failed,"Order ID can not be blank"
990048570,58165931445,DELHI,BOX,DC16987,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,12,12,3,10,10,10,PREPAID,,,,39808,,,,"SUPERFAST WORLDWIDE EXPRESS LLP","MOHAN KUMAR",,,560091,BANGALORE,Karnataka,122002,23/5/2026,32987022,Success,"Inserted Successfully"
987155998,53658089236,32970588,BOX,26502589,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,122,115,2,10,10,10,PREPAID,,,,1202028.61,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY INDIA LTD",,,122004,GURGAON,Haryana,110020,23/5/2026,32987561,Failed,"Pincode not serviceable"
942691665,942691665,"mumbai test",BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Critical_Log,10,1,1,10,10,10,PREPAID,,,,22403,,,,"KARL STORZ ENDOSCOPY INDIA PVT LTD","HEALTHCARE SURGICALS",,,500027,HYDERABAD,Telangana,110028,23/5/2026,32987469,Failed,"Order ID can not be blank"
942691654,942691654,"mumbai test",BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Critical_Log,14,5,1,10,10,10,PREPAID,,,,535634,,,,"KARL STORZ ENDOSCOPY INDIA PVT LTD","RHEA HEALTH CARE",,,600102,CHENNAI,"Tamil Nadu",110028,23/5/2026,32987469,Failed,"Order ID can not be blank"
942691643,942691643,"mumbai test",BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Critical_Log,111,30,2,10,10,10,PREPAID,,,,5363219,,,,"KARL STORZ ENDOSCOPY INDIA PVT LTD","ASTER WHITEFIELD HOSPITAL",,,560066,BANGALORE,Karnataka,110028,23/5/2026,32987469,Failed,"Order ID can not be blank"
942691632,942691632,"mumbai test",BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Critical_Log,14,3,1,10,10,10,PREPAID,,,,577500,,,,"KARL STORZ ENDOSCOPY INDIA PVT LTD","ABHISHEK SRIVASTAVA",,,834005,RANCHI,Jharkhand,110028,23/5/2026,32987469,Failed,"Order ID can not be blank"
942691610,942691610,"mumbai test",BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Critical_Log,44,9,1,10,10,10,PREPAID,,,,1469999,,,,"KARL STORZ ENDOSCOPY INDIA PVT LTD","SAYYED FAISAL S YAZDANI JAGIRDAR",,,431203,JALNA,Maharashtra,110028,23/5/2026,32987469,Failed,"Order ID can not be blank"
51945243383,51945243383,32987434,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,124,131,4,10,10,10,PREPAID,,,,0,,,,"YCH Logistics (India) Pvt. Ltd (BHUBNESHWAR)","LENOVO IND PVT LTD",,,600124,CHENNAI,"Tamil Nadu",751001,6/5/2026,32987434,Failed,"Order ID can not be blank"
990048568,53658086230,32970074,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,16,2,10,10,10,PREPAID,,,,25235,,,,"Universal World Wide Express","M/S.  SHRI SAI PHARMA",,,424001,DHULE,Maharashtra,400078,23/5/2026,32987497,Failed,"Order ID can not be blank"
942691680,942691680,"mumbai test",BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Critical_Log,14,5,1,10,10,10,PREPAID,,,,35256,,,,"KARL STORZ ENDOSCOPY INDIA PVT LTD","PIKA MEDICAL",,,560001,BANGALORE,Karnataka,110028,23/5/2026,32987469,Failed,"Order ID can not be blank"
942691676,942691676,"mumbai test",BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Critical_Log,14,4,1,10,10,10,PREPAID,,,,289520,,,,"KARL STORZ ENDOSCOPY INDIA PVT LTD","HEALTH CARE MEDICAL DEVICES",,,600095,CHENNAI,"Tamil Nadu",110028,23/5/2026,32987469,Failed,"Order ID can not be blank"
990048567,53658085795,32970074,BOX,990048567,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,20,2,10,10,10,PREPAID,,,,23825,,,,"Universal World Wide Express","M/S.  BALDAWA ENTERPRISES",,,413007,SOLAPUR,Maharashtra,400078,23/5/2026,32987497,Success,"Inserted Successfully"
990048566,21039338633,"DA HEALTHCARE",BOX,990048566,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,0.5,0.5,1,10,10,10,PREPAID,,,,100,,,,"DA HEALTHCARE","MR TEJVEER SINGH",,,250001,MEERUT,"Uttar Pradesh",110020,23/5/2026,32987210,Success,"Inserted Successfully"
51945243372,51945243372,32987434,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,14,1,10,10,10,PREPAID,,,,0,,,,"YCH Logistics (India) Pvt. Ltd (BHUBNESHWAR)","LENOVO IND PVT LTD",,,600124,CHENNAI,"Tamil Nadu",751001,6/5/2026,32987434,Failed,"Order ID can not be blank"
990048565,53658084911,32970074,BOX,990048565,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,40,40,2,10,10,10,PREPAID,,,,2000,,,,"Universal World Wide Express","MR. MOIN SHAIKH SIR",,,422007,NASHIK,Maharashtra,400078,23/5/2026,32987497,Success,"Inserted Successfully"
987156000,58165930200,32970588,BOX,"26501135 ST",PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,5,5,1,10,10,10,PREPAID,,,,44590,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY INDIA LTD",,,500008,HYDERABAD,Telangana,110020,23/5/2026,32987561,Success,"Inserted Successfully"
51945243405,51945243405,32987434,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"YCH Logistics (India) Pvt. Ltd (BHUBNESHWAR)","LENOVO INDIA P LTD",,,411004,PUNE,Maharashtra,751001,5/5/2026,32987434,Failed,"Order ID can not be blank"
98715598,53658080280,32970588,BOX,26502589,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,122,0,2,10,10,10,PREPAID,,,,1202028,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY INDIA LTD",,,122004,GURGAON,Haryana,110020,23/5/2026,32987561,Failed,"Pincode not serviceable"
51945243394,51945243394,32987434,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"YCH Logistics (India) Pvt. Ltd (BHUBNESHWAR)","LENOVO INDIA P LTD",,,560001,BANGALORE,Karnataka,751001,5/5/2026,32987434,Failed,"Order ID can not be blank"
58888363376,58888363376,32987434,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,11,11,1,10,10,10,PREPAID,,,,0,,,,"YCH Logistics (India) Pvt. Ltd (BHUBNESHWAR)","LENOVO INDIA P LTD",,,600124,CHENNAI,"Tamil Nadu",751001,4/5/2026,32987434,Failed,"Order ID can not be blank"
51945243416,51945243416,32987434,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,46,46,2,10,10,10,PREPAID,,,,0,,,,"YCH Logistics (India) Pvt. Ltd (BHUBNESHWAR)","LENOVO INDIA P LTD",,,600124,CHENNAI,"Tamil Nadu",751001,4/5/2026,32987434,Failed,"Order ID can not be blank"
990048563,53658074805,32970074,BOX,990048563,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,40,0,2,10,10,10,PREPAID,,,,2000,,,,"Universal World Wide Express","MR. MOIN SHAIKH SIR",,,422213,NASHIK,Maharashtra,400078,23/5/2026,32987497,Success,"Inserted Successfully"
58908840970,58908840970,32987434,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,10,5,1,10,10,10,PREPAID,,,,0,,,,"YCH Logistics (India) Pvt. Ltd (BHUBNESHWAR)","LENOVO  INDIA  LTD",,,682001,COCHIN,,751001,2/5/2026,32987434,Failed,"Order ID can not be blank"
58888363494,58888363494,32987434,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,10,5,1,10,10,10,PREPAID,,,,0,,,,"YCH Logistics (India) Pvt. Ltd (BHUBNESHWAR)","LENOVO  PVT  LTD",,,560001,BANGALORE,Karnataka,751001,2/5/2026,32987434,Failed,"Order ID can not be blank"
58888363402,58888363402,32987434,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,10,8,1,10,10,10,PREPAID,,,,0,,,,"YCH Logistics (India) Pvt. Ltd (BHUBNESHWAR)","LENOVO  INDIA  LTD",,,600124,CHENNAI,"Tamil Nadu",751001,2/5/2026,32987434,Failed,"Order ID can not be blank"
990048562,58165928236,32970074,BOX,990048562,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,12,12,1,10,10,10,PREPAID,,,,386967,,,,"Universal World Wide Express","MR. KALPESH",,,382120,KADI,,400078,23/5/2026,32987497,Success,"Inserted Successfully"
987155997,58165928122,32987471,BOX,987155997,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,10,5,1,10,10,10,PREPAID,,,,20000,,,,"AIRTEL COMMUNICATION","AIRTEL COMMUNICATION",,,380007,AHMEDABAD,Gujarat,110020,23/5/2026,32987471,Success,"Inserted Successfully"
51945243420,51945243420,32987434,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"YCH Logistics (India) Pvt. Ltd (BHUBNESHWAR)","LENOVO INDIA P LTD",,,600124,CHENNAI,"Tamil Nadu",751001,2/5/2026,32987434,Failed,"Order ID can not be blank"
58977516905,58977516905,GURUGRAM,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,10,5,1,10,10,10,PREPAID,,,,0,,,,"WAVELET COMMUNICATIONS PVT LTD",INSU,,,744102,"PORT BLAIR",,560001,22/5/2026,32987551,Failed,"Order ID can not be blank"
58816068743,58816068743,GURUGRAM,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,10,5,1,10,10,10,PREPAID,,,,0,,,,"WAVELET COMMUNICATIONS PVT LTD","ARECA WAVELET COMMUN",,,560001,BANGALORE,Karnataka,744102,16/5/2026,32987551,Failed,"Order ID can not be blank"
18027788822,18027788822,GURUGRAM,BOX,0,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,0.5,0.5,1,10,10,10,PREPAID,,,,0,,,,"WAVELET COMMUNICATIONS PVT LTD","ABHINNET TIWARI",,,382010,GANDHINAGAR,Gujarat,560001,13/5/2026,32987551,Failed,"Order ID can not be blank"
990048559,58165926674,32970074,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,11,10,1,10,10,10,PREPAID,,,,10000,,,,"Universal World Wide Express","TANISHQ HATWAR",,,560066,BANGALORE,Karnataka,400078,23/5/2026,32987497,Failed,"Order ID can not be blank"
990048558,21039309406,32970153,BOX,1.04E+11,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,0.5,0.5,1,10,10,10,PREPAID,,,,1,,,,"SSBC Global Logistics Private Limited","SUJAY PATIL",,,400060,MUMBAI,Maharashtra,411013,23/5/2026,32987397,Success,"Inserted Successfully"
18027864326,18027864326,GURUGRAM,BOX,0,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,0.5,0.5,1,10,10,10,PREPAID,,,,0,,,,"WAVELET COMMUNICATIONS PVT LTD","SSC VENDOR",,,600041,CHENNAI,"Tamil Nadu",560001,6/5/2026,32987551,Failed,"Order ID can not be blank"
58966542342,58966542342,32987494,BOX,"MANISH GUPTA",PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,10,10,1,10,10,10,PREPAID,,,,0,,,,"MR CARGO SERVICES","RASHI GUPTA",,,400016,MUMBAI,Maharashtra,110030,22/5/2026,32987494,Success,"Inserted Successfully"
58968678683,58968678683,32987594,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,26,26,1,10,10,10,PREPAID,,,,0,,,,"VANDANA AIRCRAFT SERVICES PVT. LTD.","STAR AIR",,,422206,NASHIK,Maharashtra,110030,8/5/2026,32987594,Failed,"Order ID can not be blank"
990048556,58165925215,32970074,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,11,11,1,10,10,10,PREPAID,,,,1500,,,,"Universal World Wide Express","DR.  R G PATEL",,,380052,AHMEDABAD,Gujarat,400078,23/5/2026,32987497,Failed,"Order ID can not be blank"
53657750156,53657750156,32987478,BOX,388712,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","CRITICAM MEDICAL SYS",,,411016,PUNE,Maharashtra,421302,22/5/2026,32987478,Success,"Inserted Successfully"
990048555,53658043121,32970074,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,5,1,10,10,10,PREPAID,,,,36750,,,,"Universal World Wide Express","TML COMMERCIAL VEHICLES LIMITED",,,411018,PUNE,Maharashtra,400078,23/5/2026,32987497,Failed,"Order ID can not be blank"
990048554,58165924633,32970153,BOX,1.06E+11,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,10,6,1,10,10,10,PREPAID,,,,40000,,,,"SSBC Global Logistics Private Limited","NIKHIL LAYGUDE",,,411001,PUNE,Maharashtra,700006,23/5/2026,32987397,Success,"Inserted Successfully"
990048553,53658040553,32970074,BOX,990048553,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,11210,,,,"Universal World Wide Express","MR. VIKRAM SINGH",,,160003,CHANDIGARH,Chandigarh,400078,23/5/2026,32987497,Success,"Inserted Successfully"
5.20E+11,5.20E+11,32987494,BOX,"HEAT CARE CASH",PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,100,100,1,10,10,10,PREPAID,,,,0,,,,"MR CARGO SERVICES","SPOTTLESS CLEANING",,,396001,VALSAD,,410206,23/5/2026,32987494,Success,"Inserted Successfully"
990048552,53658029423,32970074,BOX,990048552,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,14,1,10,10,10,PREPAID,,,,41003,,,,"Universal World Wide Express","MR.  ANNAMALAI",,,500097,HYDERABAD,Telangana,400078,23/5/2026,32987497,Success,"Inserted Successfully"
53658102746,53658102746,32987277,BOX,MAGANUM571,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,20,4,10,10,10,PREPAID,,,,0,,,,"Unidentified Customer Shipment","TATA CONSUMER PRODUC",,,461001,HOSHANGABAD,,560001,23/5/2026,32987277,Failed,"Wrong Warehouse"
990048550,58165922754,32970074,BOX,990048550,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,117,117,2,10,10,10,PREPAID,,,,310340,,,,"Universal World Wide Express","MR. VIVEK GUPTA",,,133104,AMBALA,Haryana,400078,23/5/2026,32987497,Success,"Inserted Successfully"
53658101490,53658101490,32987277,BOX,OOGE168,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,40,40,5,10,10,10,PREPAID,,,,0,,,,"Unidentified Customer Shipment","NK ENTERPRISE",,,380006,AHMEDABAD,Gujarat,560001,23/5/2026,32987277,Failed,"Wrong Warehouse"
53658099994,53658099994,32987277,BOX,OOGE167,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,91,91,13,10,10,10,PREPAID,,,,0,,,,"Unidentified Customer Shipment","SHRI RAJENDRA TELE M",,,580020,HUBLI,,560001,23/5/2026,32987277,Failed,"Wrong Warehouse"
58963453931,58963453931,32987612,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,19,19,1,10,10,10,PREPAID,,,,0,,,,"Y M ENTERPRISES- 29","YASH  OPTICALS",,,400016,MUMBAI,Maharashtra,560001,22/5/2026,32987612,Failed,"Order ID can not be blank"
51969578990,51969578990,32970588,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,10,10,1,10,10,10,PREPAID,,,,0,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","MK HOTELS & RESORTS",,,143001,AMRITSAR,Punjab,141001,22/5/2026,32987561,Failed,"Order ID can not be blank"
53658086812,53658086812,32987277,BOX,OOGE165,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,716,716,179,10,10,10,PREPAID,,,,0,,,,"Unidentified Customer Shipment","RINGQUES RETAIL PVT",,,500078,MEDCHAL,,560001,23/5/2026,32987277,Failed,"Wrong Warehouse"
53657784143,53657784143,32987478,BOX,BRAND/02/22,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","SHIVANI  KUNAM RAJPU",,,400052,MUMBAI,Maharashtra,400066,22/5/2026,32987478,Success,"Inserted Successfully"
990048546,21039245743,32987597,BOX,HR3260600203,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,2.59,3,1,10,10,10,PREPAID,,,,30820,,,,"GIESECKE & DEVRIENT INDIA PRIVATE LIMITED","Krishan Kumar",,,122001,GURGAON,Haryana,122018,23/5/2026,32987597,Failed,"Wrong Warehouse"
990048545,21039246362,32987597,BOX,HR3260600202,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,0.82,0.5,1,10,10,10,PREPAID,,,,3478,,,,"GIESECKE & DEVRIENT INDIA PRIVATE LIMITED","Sahil Monga",,,125104,"MANDI DABWALI",,122018,23/5/2026,32987597,Failed,"Wrong Warehouse"
990048544,21039246852,32987597,BOX,HR3260600201,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,0.82,1,1,10,10,10,PREPAID,,,,2927,,,,"GIESECKE & DEVRIENT INDIA PRIVATE LIMITED","Varinder Singh",,,143001,AMRITSAR,Punjab,122018,23/5/2026,32987597,Failed,"Wrong Warehouse"
990048543,21039247331,32987597,BOX,HR2260603942,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,9,9,1,10,10,10,PREPAID,,,,152582,,,,"GIESECKE & DEVRIENT INDIA PRIVATE LIMITED","Abhishek Thakur  - CVPS Engineer",,,208001,KANPUR,"Uttar Pradesh",122018,23/5/2026,32987597,Failed,"Wrong Warehouse"
990048542,21039253185,32987597,BOX,HR2260603941,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,0.82,0.5,1,10,10,10,PREPAID,,,,1873,,,,"GIESECKE & DEVRIENT INDIA PRIVATE LIMITED","Vishal Kanhare",,,413004,SOLAPUR,Maharashtra,122018,23/5/2026,32987597,Failed,"Wrong Warehouse"
990048541,21039253336,32987597,BOX,HR2260603940,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,0.82,1,1,10,10,10,PREPAID,,,,3747,,,,"GIESECKE & DEVRIENT INDIA PRIVATE LIMITED","Vijay Rathore",,,497001,AMBIKAPUR,,122018,23/5/2026,32987597,Failed,"Wrong Warehouse"
990048540,21039253572,32987597,BOX,HR2260603939,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,6.35,6.5,1,10,10,10,PREPAID,,,,47842,,,,"GIESECKE & DEVRIENT INDIA PRIVATE LIMITED","Arabinda Nayak",,,767001,BALANGIR,,122018,23/5/2026,32987597,Failed,"Wrong Warehouse"
990048539,21039253734,32987597,BOX,HR2260603938,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,0.82,1,1,10,10,10,PREPAID,,,,551,,,,"GIESECKE & DEVRIENT INDIA PRIVATE LIMITED","C.H. Gopi",,,522004,GUNTUR,"Andhra Pradesh",122018,23/5/2026,32987597,Failed,"Wrong Warehouse"
990048538,21039253933,32987597,BOX,HR2260603937,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,0.82,1,1,10,10,10,PREPAID,,,,2813,,,,"GIESECKE & DEVRIENT INDIA PRIVATE LIMITED","Prasanta Kumar Dash",,,751015,BHUBANESHWAR,,122018,23/5/2026,32987597,Failed,"Wrong Warehouse"
990048537,21039254084,32987597,BOX,HR2260603936,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,0.82,1,1,10,10,10,PREPAID,,,,2813,,,,"GIESECKE & DEVRIENT INDIA PRIVATE LIMITED","Sudeep Naik",,,575002,MANGALORE,Karnataka,122018,23/5/2026,32987597,Failed,"Wrong Warehouse"
990048536,21039254224,32987597,BOX,HR2260603935,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,0.82,1,1,10,10,10,PREPAID,,,,9823,,,,"GIESECKE & DEVRIENT INDIA PRIVATE LIMITED","Raghuveer Gudla",,,500045,HYDERABAD,Telangana,122018,23/5/2026,32987597,Failed,"Wrong Warehouse"
990048535,21039254552,32987597,BOX,HR2260603934,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,0.82,1,1,10,10,10,PREPAID,,,,42,,,,"GIESECKE & DEVRIENT INDIA PRIVATE LIMITED","Ranji. C. P",,,570001,MYSORE,Karnataka,122018,23/5/2026,32987597,Failed,"Wrong Warehouse"
990048534,21039254714,32987597,BOX,HR2260603933,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,0.82,1,1,10,10,10,PREPAID,,,,7635,,,,"GIESECKE & DEVRIENT INDIA PRIVATE LIMITED","Vishal Kanhare",,,413004,SOLAPUR,Maharashtra,122018,23/5/2026,32987597,Failed,"Wrong Warehouse"
990048533,21039254972,32987597,BOX,HR2260603932,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,6.35,1,1,10,10,10,PREPAID,,,,6649,,,,"GIESECKE & DEVRIENT INDIA PRIVATE LIMITED","Sanjeev Kumar Singh",,,221002,VARANASI,"Uttar Pradesh",122018,23/5/2026,32987597,Failed,"Wrong Warehouse"
990048532,21039255285,32987597,BOX,HR2260603931,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,3.5,3.5,1,10,10,10,PREPAID,,,,6584,,,,"GIESECKE & DEVRIENT INDIA PRIVATE LIMITED","Chakrapani T",,,560024,BANGALORE,Karnataka,122018,23/5/2026,32987597,Failed,"Wrong Warehouse"
990048531,21039255414,32987597,BOX,HR2260603930,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,2.59,1,1,10,10,10,PREPAID,,,,1406,,,,"GIESECKE & DEVRIENT INDIA PRIVATE LIMITED","Vadduru .Bhaskar reddy",,,504001,ADILABAD,,122018,23/5/2026,32987597,Failed,"Wrong Warehouse"
990048530,21039255683,32987597,BOX,HR2260603929,PAFEX_DOCUMENTS_TIME_CRITICAL,Bluedart_DP,0.82,1,1,10,10,10,PREPAID,,,,11502,,,,"GIESECKE & DEVRIENT INDIA PRIVATE LIMITED","Swapnil Hosmani",,,400708,"NAVI MUMBAI",Maharashtra,122018,23/5/2026,32987597,Failed,"Wrong Warehouse"
